event_id,session_id,event_time,user_id,account_type,dept,role,device_id,device_new_flag,ip_region,event_type,action_object,object_type,object_domain,sensitivity_level,query_count,access_count,cross_table_count,cross_domain_count,export_count,file_size_mb,print_pages,screenshot_count,external_send_count,copy_count,target_path_type,usb_registered_flag,approval_flag,business_flag,case_id,task_id,cross_dept_flag,off_work_flag,deviation_person,deviation_role,sensitive_hit_ratio,unique_id_ratio,data_mask_flag,keep_days,compress_flag,encrypt_flag,delete_flag,tool_abnormal_flag
E00000011,S00000006,2026-04-20 11:23:47,U0002,内部,网安,民警,D0002A,0,北京,login,系统登录,系统,认证域,1,0,1,0,0,0,0.0,0,0,0,0,本地,1,1,1,C202604200002,T202604200002,0,0,1.0,1.0,0.21,0.04,1,0,0,0,0,0
E00000012,S00000006,2026-04-20 11:25:39,U0002,内部,网安,民警,D0002A,0,北京,query,车辆信息查询,表,车辆,3,7,5,2,1,0,0.0,0,0,0,0,本地,1,1,1,C202604200002,T202604200002,0,0,0.09,0.08,0.25,0.04,1,0,0,0,0,0
E00000013,S00000006,2026-04-20 11:27:37,U0002,内部,网安,民警,D0002A,0,北京,copy,文件复制,文件,车辆,3,0,0,0,0,0,0.0,0,0,0,1,本地,1,1,1,C202604200002,T202604200002,0,0,1.0,1.0,0.11,0.11,1,0,0,0,0,0
E00000014,S00000003,2026-04-20 11:59:10,U0001,内部,刑侦,内勤,D0001B,0,北京,login,系统登录,系统,认证域,1,0,1,0,0,0,0.0,0,0,0,0,本地,1,1,1,C202604200001,T202604200001,0,0,1.0,1.0,0.04,0.02,1,0,0,0,0,0
E00000015,S00000003,2026-04-20 12:01:18,U0001,内部,刑侦,内勤,D0001B,0,北京,query,人口信息查询,表,人口,3,22,5,2,0,0,0.0,0,0,0,0,本地,1,1,1,C202604200001,T202604200001,0,0,0.49,0.37,0.06,0.09,1,0,0,0,0,0
E00000016,S00000011,2026-04-20 12:02:51,U0004,内部,运维,运维,D0004A,0,北京,login,系统登录,系统,认证域,1,0,1,0,0,0,0.0,0,0,0,0,本地,1,1,1,C202604200004,T202604200004,0,0,1.0,1.0,0.2,0.11,1,0,0,0,0,0
E00000017,S00000003,2026-04-20 12:03:18,U0001,内部,刑侦,内勤,D0001B,0,北京,copy,文件复制,文件,人口,3,0,0,0,0,0,0.0,0,0,0,2,本地,1,1,1,C202604200001,T202604200001,0,0,1.0,1.0,0.14,0.01,1,0,0,0,0,0
E00000018,S00000011,2026-04-20 12:04:25,U0004,内部,运维,运维,D0004A,0,北京,query,认证域信息查询,表,认证域,2,5,6,0,0,0,0.0,0,0,0,0,本地,1,1,1,C202604200004,T202604200004,0,0,0.25,0.2,0.17,0.11,1,0,0,0,0,0
E00000019,S00000011,2026-04-20 12:06:40,U0004,内部,运维,运维,D0004A,0,北京,copy,文件复制,文件,认证域,2,0,0,0,0,0,0.0,0,0,0,1,本地,1,1,1,C202604200004,T202604200004,0,0,1.0,1.0,0.18,0.07,1,0,0,0,0,0
E00000020,S00000004,2026-04-20 14:02:51,U0001,内部,刑侦,内勤,D0001A,0,北京,login,系统登录,系统,认证域,1,0,1,0,0,0,0.0,0,0,0,0,本地,1,1,1,C202604200001,T202604200001,0,0,1.0,1.0,0.15,0.02,1,0,0,0,0,0
E00000021,S00000004,2026-04-20 14:04:44,U0001,内部,刑侦,内勤,D0001A,0,北京,query,人口信息查询,表,人口,3,24,3,2,1,0,0.0,0,0,0,0,本地,1,1,1,C202604200001,T202604200001,0,0,0.53,0.4,0.05,0.07,1,0,0,0,0,0
E00000022,S00000004,2026-04-20 14:06:58,U0001,内部,刑侦,内勤,D0001A,0,北京,query,人口信息查询,表,人口,3,24,4,1,0,0,0.0,0,0,0,0,本地,1,1,1,C202604200001,T202604200001,0,0,0.53,0.4,0.1,0.06,1,0,0,0,0,0
E00000023,S00000005,2026-04-20 14:27:33,U0002,内部,网安,民警,D0002B,0,北京,login,系统登录,系统,认证域,1,0,1,0,0,0,0.0,0,0,0,0,本地,1,1,1,C202604200002,T202604200002,0,0,1.0,1.0,0.14,0.03,1,0,0,0,0,0
E00000024,S00000005,2026-04-20 14:29:14,U0002,内部,网安,民警,D0002B,0,北京,query,案件信息查询,表,案件,3,20,6,0,1,0,0.0,0,0,0,0,本地,1,1,1,C202604200002,T202604200002,0,0,0.25,0.22,0.14,0.11,1,0,0,0,0,0
E00000025,S00000005,2026-04-20 14:31:25,U0002,内部,网安,民警,D0002B,0,北京,export,案件数据导出,文件,案件,3,0,0,0,0,3,5.13,0,0,0,0,本地,1,1,1,C202604200002,T202604200002,0,0,1.5,1.5,0.21,0.03,1,0,0,0,0,0
E00000026,S00000014,2026-04-20 16:43:04,U0006,内部,刑侦,内勤,D0006A,0,北京,login,系统登录,系统,认证域,1,0,1,0,0,0,0.0,0,0,0,0,本地,1,1,1,C202604200006,T202604200006,0,0,1.0,1.0,0.14,0.1,1,0,0,0,0,0
E00000027,S00000014,2026-04-20 16:45:13,U0006,内部,刑侦,内勤,D0006A,0,北京,query,案件信息查询,表,案件,3,14,6,0,0,0,0.0,0,0,0,0,本地,1,1,1,C202604200006,T202604200006,0,0,0.31,0.23,0.02,0.05,1,0,0,0,0,0
E00000028,S00000014,2026-04-20 16:47:23,U0006,内部,刑侦,内勤,D0006A,0,北京,copy,文件复制,文件,案件,3,0,0,0,0,0,0.0,0,0,0,1,共享目录,1,1,1,C202604200006,T202604200006,0,0,1.0,1.0,0.09,0.1,1,0,0,0,0,0
E00000029,S00000007,2026-04-20 19:38:28,U0003,内部,科信,管理员,D9815X,1,广州,login,异常登录,系统,认证域,1,0,1,0,0,0,0.0,0,0,0,0,本地,1,0,0,,,1,1,1.0,1.0,0.62,0.38,0,0,0,0,0,0
E00000030,S00000007,2026-04-20 19:40:17,U0003,内部,科信,管理员,D9815X,1,广州,query,涉案财产高敏查询,表,涉案财产,5,263,29,8,5,0,0.0,0,0,0,0,本地,1,0,0,,,1,1,8.77,7.51,0.61,0.62,0,0,0,0,0,0
E00000031,S00000007,2026-04-20 19:42:24,U0003,内部,科信,管理员,D9815X,1,广州,query,涉案财产高敏查询,表,涉案财产,5,127,39,4,3,0,0.0,0,0,0,0,本地,1,0,0,,,1,1,4.23,3.63,0.88,0.42,0,0,0,0,0,0
E00000032,S00000007,2026-04-20 19:44:02,U0003,内部,科信,管理员,D9815X,1,广州,export,涉案财产批量导出,文件,涉案财产,5,0,0,0,0,339,371.24,0,0,0,0,本地,1,0,0,,,1,1,339.0,339.0,0.86,0.6,0,0,0,0,0,0
E00000033,S00000008,2026-04-20 22:20:12,U0003,内部,科信,管理员,D9407X,1,杭州,login,异常登录,系统,认证域,1,0,1,0,0,0,0.0,0,0,0,0,本地,1,0,0,,,0,1,1.0,1.0,0.6,0.68,0,0,0,0,0,0
E00000034,S00000008,2026-04-20 22:21:52,U0003,内部,科信,管理员,D9407X,1,杭州,query,通信高敏查询,表,通信,4,303,18,7,4,0,0.0,0,0,0,0,本地,1,0,0,,,0,1,10.1,8.66,0.65,0.6,0,0,0,0,0,0
E00000035,S00000008,2026-04-20 22:23:51,U0003,内部,科信,管理员,D9407X,1,杭州,export,通信批量导出,文件,通信,4,0,0,0,0,57,470.24,0,0,0,0,本地,1,0,0,,,0,1,57.0,57.0,0.78,0.46,0,0,0,0,0,0
E00000036,S00000008,2026-04-20 22:25:51,U0003,内部,科信,管理员,D9407X,1,杭州,copy,敏感文件拷贝,文件,通信,4,0,0,0,0,0,72.48,0,0,0,50,本地,1,0,0,,,0,1,1.0,1.0,0.71,0.45,0,0,0,0,0,0
E00000037,S00000008,2026-04-20 22:28:09,U0003,内部,科信,管理员,D9407X,1,杭州,delete,删除原文件/日志,文件,通信,4,0,0,0,0,0,0.0,0,0,0,0,本地,1,0,0,,,0,1,1.0,1.0,0.75,0.57,0,0,1,1,1,1
E00000038,S00000001,2026-04-20 23:17:01,U0001,内部,刑侦,内勤,D9419X,1,天津,login,异常登录,系统,认证域,1,0,1,0,0,0,0.0,0,0,0,0,本地,1,0,0,,,0,1,1.0,1.0,0.76,0.64,0,0,0,0,0,0
E00000039,S00000001,2026-04-20 23:18:37,U0001,内部,刑侦,内勤,D9419X,1,天津,query,涉案财产高敏查询,表,涉案财产,4,316,12,10,6,0,0.0,0,0,0,0,本地,1,0,0,,,0,1,7.02,5.27,0.71,0.5,0,0,0,0,0,0
E00000040,S00000001,2026-04-20 23:20:44,U0001,内部,刑侦,内勤,D9419X,1,天津,export,涉案财产批量导出,文件,涉案财产,4,0,0,0,0,161,302.72,0,0,0,0,本地,1,0,0,,,0,1,161.0,161.0,0.64,0.32,0,0,0,0,0,0
E00000041,S00000001,2026-04-20 23:23:01,U0001,内部,刑侦,内勤,D9419X,1,天津,copy,敏感文件拷贝,文件,涉案财产,4,0,0,0,0,0,444.2,0,0,0,42,USB,0,0,0,,,0,1,1.0,1.0,0.84,0.51,0,0,0,0,0,0
E00000042,S00000001,2026-04-20 23:24:43,U0001,内部,刑侦,内勤,D9419X,1,天津,delete,删除原文件/日志,文件,涉案财产,4,0,0,0,0,0,0.0,0,0,0,0,本地,1,0,0,,,0,1,1.0,1.0,0.95,0.69,0,0,1,1,1,1
E00000043,S00000010,2026-04-20 23:36:25,U0004,内部,运维,运维,D9830X,1,广州,login,异常登录,系统,认证域,1,0,1,0,0,0,0.0,0,0,0,0,本地,1,0,0,,,0,1,1.0,1.0,0.86,0.57,0,0,0,0,0,0
E00000044,S00000013,2026-04-20 23:37:44,U0005,外包,外协,外包人员,D9250X,1,深圳,login,异常登录,系统,认证域,1,0,1,0,0,0,0.0,0,0,0,0,本地,1,0,0,,,0,1,1.0,1.0,0.8,0.52,0,0,0,0,0,0
E00000045,S00000010,2026-04-20 23:38:23,U0004,内部,运维,运维,D9830X,1,广州,query,涉案财产高敏查询,表,涉案财产,5,264,30,6,6,0,0.0,0,0,0,0,本地,1,0,0,,,0,1,13.2,10.56,0.69,0.63,0,0,0,0,0,0
E00000046,S00000013,2026-04-20 23:39:59,U0005,外包,外协,外包人员,D9250X,1,深圳,query,案件高敏查询,表,案件,5,84,37,7,4,0,0.0,0,0,0,0,本地,1,0,0,,,0,1,4.67,4.2,0.68,0.7,0,0,0,0,0,0
E00000047,S00000010,2026-04-20 23:40:24,U0004,内部,运维,运维,D9830X,1,广州,export,涉案财产批量导出,文件,涉案财产,5,0,0,0,0,250,296.12,0,0,0,0,本地,1,0,0,,,0,1,500.0,250.0,0.81,0.59,0,0,0,0,0,0
E00000048,S00000013,2026-04-20 23:41:59,U0005,外包,外协,外包人员,D9250X,1,深圳,export,案件批量导出,文件,案件,5,0,0,0,0,186,156.06,0,0,0,0,本地,1,0,0,,,0,1,930.0,372.0,0.67,0.44,0,0,0,0,0,0
E00000049,S00000010,2026-04-20 23:42:20,U0004,内部,运维,运维,D9830X,1,广州,copy,敏感文件拷贝,文件,涉案财产,5,0,0,0,0,0,494.34,0,0,0,26,USB,0,0,0,,,0,1,1.0,1.0,0.9,0.52,0,0,0,0,0,0
E00000050,S00000013,2026-04-20 23:44:03,U0005,外包,外协,外包人员,D9250X,1,深圳,copy,敏感文件拷贝,文件,案件,5,0,0,0,0,0,466.23,0,0,0,20,USB,0,0,0,,,0,1,1.0,1.0,0.59,0.6,0,0,0,0,0,0
E00000051,S00000010,2026-04-20 23:44:32,U0004,内部,运维,运维,D9830X,1,广州,delete,删除原文件/日志,文件,涉案财产,5,0,0,0,0,0,0.0,0,0,0,0,本地,1,0,0,,,0,1,1.0,1.0,0.87,0.64,0,0,1,1,1,1
E00000052,S00000013,2026-04-20 23:46:00,U0005,外包,外协,外包人员,D9250X,1,深圳,delete,删除原文件/日志,文件,案件,5,0,0,0,0,0,0.0,0,0,0,0,本地,1,0,0,,,0,1,1.0,1.0,0.87,0.62,0,0,1,1,1,1
